개설학과,이수구분,과목번호,분반,교과목명,학점/시간,"수강학년",강의실(시간),담당교수
화학공학과,공통교양,100141,057,프로젝트길잡이Ⅰ,1.00,1,공과416[목4],유창민
화학공학과,공통교양,100143,234,지도교수멘토링Ⅰ,0.25,1,공과326[화8],강병철
화학공학과,공통교양,100143,235,지도교수멘토링Ⅰ,0.25,1,공과325[화8],이강춘
화학공학과,공통교양,100143,236,지도교수멘토링Ⅰ,0.25,1,공과320-1[화8],정민수
화학공학과,공통교양,100143,237,지도교수멘토링Ⅰ,0.25,1,공과330-1[화8],강경구
화학공학과,공통교양,100143,238,지도교수멘토링Ⅰ,0.25,1,공과323[화8],정소담
화학공학과,공통교양,100143,239,지도교수멘토링Ⅰ,0.25,1,공과312[화8],양진경
화학공학과,공통교양,100145,226,지도교수멘토링Ⅲ,0.25,2,공과326[화8],강병철
화학공학과,공통교양,100145,227,지도교수멘토링Ⅲ,0.25,2,공과325[화8],이강춘
화학공학과,공통교양,100145,228,지도교수멘토링Ⅲ,0.25,2,공과320-1[화8],정민수
화학공학과,공통교양,100145,229,지도교수멘토링Ⅲ,0.25,2,공과330[화8],강경구
화학공학과,공통교양,100145,230,지도교수멘토링Ⅲ,0.25,2,공과323[화8],정소담
화학공학과,공통교양,100145,231,지도교수멘토링Ⅲ,0.25,2,공과312[화8],양진경
화학공학과,공통교양,100147,228,지도교수멘토링Ⅴ,0.25,3,공과326[화8],강병철
화학공학과,공통교양,100147,229,지도교수멘토링Ⅴ,0.25,3,공과325[화8],이강춘
화학공학과,공통교양,100147,230,지도교수멘토링Ⅴ,0.25,3,공과320-1[화9],정민수
화학공학과,공통교양,100147,231,지도교수멘토링Ⅴ,0.25,3,공과330-1[화8],강경구
화학공학과,공통교양,100147,232,지도교수멘토링Ⅴ,0.25,3,공과323[화8],정소담
화학공학과,공통교양,100147,233,지도교수멘토링Ⅴ,0.25,3,공과312[화8],양진경
화학공학과,공통교양,100149,228,지도교수멘토링Ⅶ,0.25,4,공과326[화8],강병철
화학공학과,공통교양,100149,229,지도교수멘토링Ⅶ,0.25,4,공과325[화8],이강춘
화학공학과,공통교양,100149,230,지도교수멘토링Ⅶ,0.25,4,공과320-1[화9],정민수
화학공학과,공통교양,100149,231,지도교수멘토링Ⅶ,0.25,4,공과330-1[화8],강경구
화학공학과,공통교양,100149,232,지도교수멘토링Ⅶ,0.25,4,공과323[화8],정소담
화학공학과,공통교양,100149,233,지도교수멘토링Ⅶ,0.25,4,공과312[화8],양진경
화학공학과,전공필수,400798,001,공학설계입문,2.00,1,공과231[화2-4],강경구
화학공학과,전공필수,400798,002,공학설계입문,2.00,1,공과231[수7-9],강경구
화학공학과,전공필수,401527,001,대학일반화학Ⅰ,3.00,1,"공과327[월5-6], 공과327[화5]",정민수
화학공학과,전공필수,401529,001,대학일반화학실험Ⅰ,1.00,1,공과301[금3-4],강경구
화학공학과,전공필수,401529,002,대학일반화학실험Ⅰ,1.00,1,공과301[금6-7],강경구
화학공학과,전공필수,501316,001,물리화학Ⅰ,3.00,2,"공과327[월2-3], 공과427[수3]",강병철
화학공학과,전공필수,502743,002,유기화학,3.00,2,"공과327[화1], 공과327[수1-2]",정민수
화학공학과,전공선택,501604,001,분석화학,3.00,2,"공과427[목1], 공과327[금5-6]",양진경
화학공학과,전공선택,504550,001,화공수학,3.00,2,"공과327[월4], 공과327[화3-4]",강병철
화학공학과,전공선택,504572,001,화학공정계산Ⅰ,3.00,2,"공과427[월6-7], 공과427[목4]",양진경
화학공학과,전공선택,511516,001,화공기초실험Ⅰ(키스톤디자인),2.00,2,공과301[목5-6],강병철
화학공학과,전공선택,511516,002,화공기초실험Ⅰ(키스톤디자인),2.00,2,공과301[수5-6],양진경
화학공학과,전공선택,500751,001,기기분석화학,3.00,3,"공과427[월2-3], 공과327[목5]",정소담
화학공학과,전공선택,502776,002,유체역학,3.00,3,"공과327[수3], 공과327[목1-2]",이강춘
화학공학과,전공선택,504584,001,화학반응공학Ⅰ,3.00,3,"공과427[화1], 공과427[수1-2]",이강춘
화학공학과,전공선택,506307,001,화학공정제어,3.00,3,"공과327[수5-6], 공과327[목6]",강경구
화학공학과,전공선택,509012,001,화공전산및실습,3.00,3,"공과230[월7-8], 공과402[금1-2]",빈기철
화학공학과,전공선택,509012,002,화공전산및실습,3.00,3,"공과230[월7-8], 공과402[금3-4]",빈기철
화학공학과,전공선택,511518,001,화학공학실험Ⅰ(키스톤디자인),2.00,3,공과330[화5-7],이강춘
화학공학과,전공선택,501326,001,물질전달,3.00,4,"공과318[화2-3], 공과318[수3]",정소담
화학공학과,전공선택,504576,001,화학공정실험Ⅰ,2.00,4,공과321[목7-8],강경구
화학공학과,전공선택,508708,006,캡스톤디자인Ⅱ,3.00,4,공과318[수5-7],정민수
화학공학과,전공선택,508708,007,캡스톤디자인Ⅱ,3.00,4,공과419[수5-7],정소담
화학공학과,전공선택,509199,001,기능성소재공학,3.00,4,"공과318[수2], 공과318[금2-3]",양진경
화학공학과,전공선택,511405,001,반도체공학개론및실험,3.00,4,"공과318[목2], 공과320-1[목3-4]",정민수
응용화학과,공통교양,100108,020,기본영어,2.00,1,창의317[수2-3],박지영
응용화학과,공통교양,100110,025,논리적사유와글쓰기,2.00,1,창의317[월5-6],정윤희
응용화학과,공통교양,100141,059,프로젝트길잡이Ⅰ,1.00,1,창의317[화5],정윤희
응용화학과,공통교양,100143,244,지도교수멘토링Ⅰ,0.25,1,창의303[화8],김문무
응용화학과,공통교양,100143,245,지도교수멘토링Ⅰ,0.25,1,창의309[화8],허창순
응용화학과,공통교양,100143,246,지도교수멘토링Ⅰ,0.25,1,창의307[화8],김성훈
응용화학과,공통교양,100143,247,지도교수멘토링Ⅰ,0.25,1,창의306[화8],이규철
응용화학과,공통교양,100145,236,지도교수멘토링Ⅲ,0.25,2,창의303[화8],김문무
응용화학과,공통교양,100145,237,지도교수멘토링Ⅲ,0.25,2,창의309[화8],허창순
응용화학과,공통교양,100145,238,지도교수멘토링Ⅲ,0.25,2,창의307[화8],김성훈
응용화학과,공통교양,100145,239,지도교수멘토링Ⅲ,0.25,2,창의306[화8],이규철
응용화학과,공통교양,100147,238,지도교수멘토링Ⅴ,0.25,3,창의303[화8],김문무
응용화학과,공통교양,100147,239,지도교수멘토링Ⅴ,0.25,3,창의309[화8],허창순
응용화학과,공통교양,100147,240,지도교수멘토링Ⅴ,0.25,3,창의307[화8],김성훈
응용화학과,공통교양,100147,241,지도교수멘토링Ⅴ,0.25,3,창의306[화8],이규철
응용화학과,공통교양,100149,238,지도교수멘토링Ⅶ,0.25,4,창의303[화8],김문무
응용화학과,공통교양,100149,239,지도교수멘토링Ⅶ,0.25,4,창의309[화8],허창순
응용화학과,공통교양,100149,240,지도교수멘토링Ⅶ,0.25,4,창의307[화8],김성훈
응용화학과,공통교양,100149,241,지도교수멘토링Ⅶ,0.25,4,창의306[화8],이규철
응용화학과,전공필수,401527,003,대학일반화학Ⅰ,3.00,1,"창의318[월3-4], 창의318[목4]",김문무
응용화학과,전공필수,401529,005,대학일반화학실험Ⅰ,1.00,1,창의325[금3-4],김문무
응용화학과,전공필수,401529,006,대학일반화학실험Ⅰ,1.00,1,창의325[금6-7],김문무
응용화학과,전공필수,501316,002,물리화학Ⅰ,2.00,1,창의317[목2-3],허창순
응용화학과,전공필수,501316,003,물리화학Ⅰ,2.00,1,창의318[금6-7],허창순
응용화학과,전공필수,502744,001,유기화학Ⅰ,3.00,2,"창의317[수6], 창의318[금3-4]",이규철
응용화학과,전공선택,501604,002,분석화학,3.00,2,"창의319[화3-4], 창의317[목4]",강동현
응용화학과,전공선택,501609,001,분석화학실험,2.00,2,창의327[수1-4],허창순
응용화학과,전공선택,504553,001,화공양론,3.00,2,"창의317[화6-7], 창의317[목6]",나석은
응용화학과,전공선택,504636,001,환경화학,3.00,2,"창의318[월6-7], 창의317[목5]",허창순
응용화학과,전공선택,500353,001,고분자화학,3.00,3,"창의319[월5-6], 창의318[화3]",이규철
응용화학과,전공선택,501322,001,물리화학실험,2.00,3,창의326[월1-4],허창순
응용화학과,전공선택,502776,003,유체역학,3.00,3,"창의318[화5], 창의317[목7-8]",나석은
응용화학과,전공선택,509899,001,유기공업화학,3.00,3,"창의318[수5], 창의318[목5-6]",이규철
응용화학과,전공선택,509975,001,전이금속화학,3.00,3,"창의319[화7], 창의317[금6-7]",김성훈
응용화학과,전공선택,511070,001,생화학Ⅱ(키스톤디자인),3.00,3,"창의318[수3-4], 창의318[목3]",김문무
응용화학과,전공선택,500745,001,기기분석,3.00,4,"창의319[수2-3], 창의319[금3]",김성훈
응용화학과,전공선택,501227,001,무기공업화학,3.00,4,"창의318[월8], 창의319[목2-3]",김성훈
응용화학과,전공선택,509910,001,응용화학(산학연계학)Ⅱ,3.00,4,창의319[금6-8],강동현
의생명공학과,공통교양,100108,014,기본영어,2.00,1,창의627[수2-3],곽응경
의생명공학과,공통교양,100110,019,논리적사유와글쓰기,2.00,1,창의627[월5-6],신윤주
의생명공학과,공통교양,100141,052,프로젝트길잡이Ⅰ,1.00,1,창의627[화5],신윤주
의생명공학과,공통교양,100143,221,지도교수멘토링Ⅰ,0.25,1,창의717[화8],남수완
의생명공학과,공통교양,100143,222,지도교수멘토링Ⅰ,0.25,1,창의718[화8],최우봉
의생명공학과,공통교양,100143,223,지도교수멘토링Ⅰ,0.25,1,창의719[화8],전숭종
의생명공학과,공통교양,100143,224,지도교수멘토링Ⅰ,0.25,1,창의720[화8],이종환
의생명공학과,공통교양,100143,225,지도교수멘토링Ⅰ,0.25,1,창의713[화8],김연희
의생명공학과,공통교양,100145,213,지도교수멘토링Ⅲ,0.25,2,창의717[화8],남수완
의생명공학과,공통교양,100145,214,지도교수멘토링Ⅲ,0.25,2,창의718[화8],최우봉
의생명공학과,공통교양,100145,215,지도교수멘토링Ⅲ,0.25,2,창의719[화8],전숭종
의생명공학과,공통교양,100145,216,지도교수멘토링Ⅲ,0.25,2,창의720[화8],이종환
의생명공학과,공통교양,100145,217,지도교수멘토링Ⅲ,0.25,2,창의713[화8],김연희
의생명공학과,공통교양,100147,215,지도교수멘토링Ⅴ,0.25,3,창의717[화8],남수완
의생명공학과,공통교양,100147,216,지도교수멘토링Ⅴ,0.25,3,창의718[화8],최우봉
의생명공학과,공통교양,100147,217,지도교수멘토링Ⅴ,0.25,3,창의719[화8],전숭종
의생명공학과,공통교양,100147,218,지도교수멘토링Ⅴ,0.25,3,창의720[화8],이종환
의생명공학과,공통교양,100147,219,지도교수멘토링Ⅴ,0.25,3,창의713[화8],김연희
의생명공학과,공통교양,100149,215,지도교수멘토링Ⅶ,0.25,4,창의717[화8],남수완
의생명공학과,공통교양,100149,216,지도교수멘토링Ⅶ,0.25,4,창의718[화8],최우봉
의생명공학과,공통교양,100149,217,지도교수멘토링Ⅶ,0.25,4,창의719[화8],전숭종
의생명공학과,공통교양,100149,218,지도교수멘토링Ⅶ,0.25,4,창의720[화8],이종환
의생명공학과,공통교양,100149,219,지도교수멘토링Ⅶ,0.25,4,창의713[화8],김연희
의생명공학과,전공필수,402029,001,의생명공학개론Ⅰ,3.00,1,"창의718[월4], 창의718[금4-5]",김연희
의생명공학과,전공필수,402046,001,K-바이오실습,3.00,1,"창의719[수5], 창의718[목2-3]",최우봉
의생명공학과,전공필수,402046,002,K-바이오실습,3.00,1,"창의719[월2], 창의718[금6-7]",최우봉
의생명공학과,전공필수,401580,001,의생명기초단위계산,3.00,2,"창의719[월3], 창의719[화3-4]",남수완
의생명공학과,전공필수,501617,001,분자세포생물학Ⅰ,3.00,2,"창의719[월5-6], 창의718[금3]",최우봉
의생명공학과,전공선택,400365,001,일반미생물학,3.00,2,"창의719[화6], 창의719[수3-4]",전숭종
의생명공학과,전공선택,508855,001,분자면역제어공학Ⅰ,3.00,2,"창의719[화7], 창의719[수6-7]",이종환
의생명공학과,전공선택,509741,001,분자생화학,3.00,2,"창의719[화1-2], 창의718[금2]",김연희
의생명공학과,전공선택,511179,001,미생물생리학및실험(키스톤디자인),3.00,2,"창의719[목3-4], 창의713[목5-6]",전숭종
의생명공학과,전공선택,510277,001,향장품신소재공학,3.00,3,창의719[금5-7],전숭종
의생명공학과,전공선택,510461,001,유전자치료공학,3.00,3,"창의717[월5-6], 창의718[수6]",전숭종
의생명공학과,전공선택,510462,001,인체생리제어공학,3.00,3,"창의718[월3], 창의719[금2-3]",이종환
의생명공학과,전공선택,510463,001,최신바이오토픽,3.00,3,"창의719[월7], 창의719[목5-6]",김연희
의생명공학과,전공선택,511182,001,바이오촉매학,3.00,3,"창의718[월2], 창의718[수4-5]",남수완
의생명공학과,전공선택,511183,001,의생명공학및실험(키스톤디자인),3.00,3,"창의717[화3-4], 창의713[화5-6]",최우봉
의생명공학과,전공선택,505917,001,생명공학과특허,3.00,4,"창의718[화6-7], 창의718[목4]",남수완
의생명공학과,전공선택,510278,001,바이러스공학,3.00,4,"창의718[화3], 창의718[목5-6]",이종환
의생명공학과,전공선택,510464,001,캡스톤디자인(바이오공정설계),3.00,4,창의626[수3-5],김연희
바이오의약공학과,공통교양,100108,015,기본영어,2.00,1,정보209[수2-3],이미향
바이오의약공학과,공통교양,100110,020,논리적사유와글쓰기,2.00,1,정보210[월5-6],안장혁
바이오의약공학과,공통교양,100141,054,프로젝트길잡이Ⅰ,1.00,1,정보210[화5],안장혁
바이오의약공학과,공통교양,100143,226,지도교수멘토링Ⅰ,0.25,1,창의405[화8],권현주
바이오의약공학과,공통교양,100143,227,지도교수멘토링Ⅰ,0.25,1,창의406[화8],이현태
바이오의약공학과,공통교양,100143,228,지도교수멘토링Ⅰ,0.25,1,창의407[화8],박정하
바이오의약공학과,공통교양,100143,229,지도교수멘토링Ⅰ,0.25,1,창의408[화8],장원제
바이오의약공학과,공통교양,100145,218,지도교수멘토링Ⅲ,0.25,2,창의405[화8],권현주
바이오의약공학과,공통교양,100145,219,지도교수멘토링Ⅲ,0.25,2,창의406[화8],이현태
바이오의약공학과,공통교양,100145,220,지도교수멘토링Ⅲ,0.25,2,창의407[화8],박정하
바이오의약공학과,공통교양,100145,221,지도교수멘토링Ⅲ,0.25,2,창의408[화8],장원제
바이오의약공학과,공통교양,100147,220,지도교수멘토링Ⅴ,0.25,3,창의405[화8],권현주
바이오의약공학과,공통교양,100147,221,지도교수멘토링Ⅴ,0.25,3,창의406[화8],이현태
바이오의약공학과,공통교양,100147,222,지도교수멘토링Ⅴ,0.25,3,창의407[화8],박정하
바이오의약공학과,공통교양,100147,223,지도교수멘토링Ⅴ,0.25,3,창의408[화8],장원제
바이오의약공학과,공통교양,100149,220,지도교수멘토링Ⅶ,0.25,4,창의405[화8],권현주
바이오의약공학과,공통교양,100149,221,지도교수멘토링Ⅶ,0.25,4,창의406[화8],이현태
바이오의약공학과,공통교양,100149,222,지도교수멘토링Ⅶ,0.25,4,창의407[화8],박정하
바이오의약공학과,공통교양,100149,223,지도교수멘토링Ⅶ,0.25,4,창의408[화8],장원제
바이오의약공학과,전공필수,402065,001,바이오기초화학,3.00,1,"창의417[월3], 창의417[화2-3]",윤희정
바이오의약공학과,전공필수,402065,002,바이오기초화학,3.00,1,창의418[금5-7],윤희정
바이오의약공학과,전공필수,402066,001,바이오입문,3.00,1,"창의417[월1-2], 창의417[목3]",장원제
바이오의약공학과,전공필수,501356,001,미생물학Ⅰ,3.00,2,"창의418[수5-6], 창의418[목4]",이지연
바이오의약공학과,전공필수,501614,001,분자생물학Ⅰ,3.00,2,"창의418[화3], 창의418[목1-2]",장원제
바이오의약공학과,전공선택,500859,001,단백질공학,3.00,2,"창의418[화5-6], 창의418[금2]",권현주
바이오의약공학과,전공선택,502051,002,세포생물학Ⅰ,3.00,2,"창의418[월2-3], 창의418[목5]",이현태
바이오의약공학과,전공선택,504831,001,바이러스학,3.00,2,"창의418[월5-6], 창의418[금3]",윤희정
바이오의약공학과,전공선택,509582,001,고급생화학,3.00,2,"창의418[월1], 창의418[화1-2]",박정하
바이오의약공학과,전공선택,511268,001,기초미생물학및실험(키스톤디자인),3.00,2,"창의418[수1-2], 창의416[수7-8]",장원제
바이오의약공학과,전공선택,511268,002,기초미생물학및실험(키스톤디자인),3.00,2,"창의418[수1-2], 창의416[목7-8]",장원제
바이오의약공학과,전공선택,502764,001,유전공학,3.00,3,"창의417[월5-6], 창의417[금3]",권현주
바이오의약공학과,전공선택,508348,001,세포유전학,3.00,3,창의417[금5-7],이현태
바이오의약공학과,전공선택,509766,001,생물기기분석,3.00,3,"창의417[월7], 창의417[금1-2]",장원제
바이오의약공학과,전공선택,510074,001,화장품공학,3.00,3,"창의524[수5], 창의417[목1-2]",윤희정
바이오의약공학과,전공선택,511271,001,생체조직재생공학및실험(키스톤디자인),3.00,3,"창의417[수1-2], 창의429[목5-6]",박정하
바이오의약공학과,전공선택,511271,002,생체조직재생공학및실험(키스톤디자인),3.00,3,"창의417[수1-2], 창의429[목7-8]",박정하
바이오의약공학과,전공선택,511274,001,최신기능성화장품공학,3.00,4,"창의417[수3], 창의417[목5-6]",윤희정
바이오의약공학과,전공선택,511275,001,바이오-디지털헬스케어,3.00,4,"창의417[화5], 창의417[수5-6]",이현태
바이오의약공학과,전공선택,511276,001,바이오현장견학(산학연계학),3.00,4,창의518[금5-7],장원제
식품공학과,공통교양,100108,016,기본영어,2.00,1,창의524[수2-3],이혜진
식품공학과,공통교양,100110,021,논리적사유와글쓰기,2.00,1,창의524[월5-6],손화영
식품공학과,공통교양,100141,055,프로젝트길잡이Ⅰ,1.00,1,창의524[화5],손화영
식품공학과,공통교양,100143,230,지도교수멘토링Ⅰ,0.25,1,창의509[화8],허만규
식품공학과,공통교양,100143,231,지도교수멘토링Ⅰ,0.25,1,창의507[화8],김경태
식품공학과,공통교양,100143,232,지도교수멘토링Ⅰ,0.25,1,창의505[화8],엄성환
식품공학과,공통교양,100143,233,지도교수멘토링Ⅰ,0.25,1,창의506[화8],이혜영
식품공학과,공통교양,100145,222,지도교수멘토링Ⅲ,0.25,2,창의509[화8],허만규
식품공학과,공통교양,100145,223,지도교수멘토링Ⅲ,0.25,2,창의507[화8],김경태
식품공학과,공통교양,100145,224,지도교수멘토링Ⅲ,0.25,2,창의505[화8],엄성환
식품공학과,공통교양,100145,225,지도교수멘토링Ⅲ,0.25,2,창의506[화8],이혜영
식품공학과,공통교양,100147,224,지도교수멘토링Ⅴ,0.25,3,창의509[화8],허만규
식품공학과,공통교양,100147,225,지도교수멘토링Ⅴ,0.25,3,창의507[화8],김경태
식품공학과,공통교양,100147,226,지도교수멘토링Ⅴ,0.25,3,창의505[화8],엄성환
식품공학과,공통교양,100147,227,지도교수멘토링Ⅴ,0.25,3,창의506[화8],이혜영
식품공학과,공통교양,100149,224,지도교수멘토링Ⅶ,0.25,4,창의509[화8],허만규
식품공학과,공통교양,100149,225,지도교수멘토링Ⅶ,0.25,4,창의507[화8],김경태
식품공학과,공통교양,100149,226,지도교수멘토링Ⅶ,0.25,4,창의505[화8],엄성환
식품공학과,공통교양,100149,227,지도교수멘토링Ⅶ,0.25,4,창의506[화8],이혜영
식품공학과,전공필수,401562,001,식품공학개론,3.00,1,"창의524[월2-3], 창의524[화2]",황지영
식품공학과,전공필수,402096,001,식품기본화학및실험,3.00,1,"창의524[금4-5], 창의525[금6]",이혜영
식품공학과,전공필수,502743,001,유기화학,3.00,2,"창의517[월4], 창의524[금7-8]",이혜영
식품공학과,전공선택,400365,002,일반미생물학,3.00,2,"창의517[월5-6], 창의518[목3]",엄성환
식품공학과,전공선택,401702,001,단위조작,3.00,2,"창의517[화3], 창의518[수1-2]",김경태
식품공학과,전공선택,502286,001,식품영양학,3.00,2,"창의518[화5], 창의518[목5-6]",황지영
식품공학과,전공선택,509830,001,식품과학,3.00,2,"창의517[화1-2], 창의517[금5]",허만규
식품공학과,전공선택,511191,001,일반미생물학및실험(키스톤디자인),2.00,2,창의526[수5-6],엄성환
식품공학과,전공선택,401563,001,식품자원학,3.00,3,"창의518[월2-3], 창의517[수6]",허만규
식품공학과,전공선택,502270,001,식품가공학,3.00,3,"창의518[수3], 창의518[금2-3]",김경태
식품공학과,전공선택,502299,002,식품화학,3.00,3,"창의517[수5], 창의518[목1-2]",이혜영
식품공학과,전공선택,508982,001,식품공학,3.00,3,"창의517[화5], 창의517[목6-7]",김경태
식품공학과,전공선택,510146,001,식품가공학실험,2.00,3,창의526[월6-7],김경태
식품공학과,전공선택,511193,001,발효공학(키스톤디자인),3.00,3,"창의518[월5], 창의524[화3-4]",황지영
식품공학과,전공선택,508708,005,캡스톤디자인Ⅱ,3.00,4,창의517[목2-4],황지영
식품공학과,전공선택,509833,001,식품기기분석,2.00,4,창의517[월2-3],이혜영
식품공학과,전공선택,509840,001,식품저장학,3.00,4,"창의518[화2-3], 창의517[목5]",엄성환
식품공학과,전공선택,510149,001,식품공정설계,3.00,4,창의521[금5-7],김경태
식품공학과,전공선택,510285,001,HACCP실무응용,2.00,4,창의517[수2-3],황지영
식품공학과,전공선택,510286,001,품질관리학,2.00,4,창의518[수5-6],김경태
인간공학과,공통교양,100108,005,기본영어,2.00,1,지천관515[목2-3],박지영
인간공학과,공통교양,100110,010,논리적사유와글쓰기,2.00,1,산학811[수2-3],손명균
인간공학과,공통교양,100141,043,프로젝트길잡이Ⅰ,1.00,1,산학811[화3],손명균
인간공학과,공통교양,100143,187,지도교수멘토링Ⅰ,0.25,1,지천관515[화8],김유창
인간공학과,공통교양,100143,188,지도교수멘토링Ⅰ,0.25,1,지천관521[화8],임영재
인간공학과,공통교양,100145,179,지도교수멘토링Ⅲ,0.25,2,지천관515[화8],김유창
인간공학과,공통교양,100145,180,지도교수멘토링Ⅲ,0.25,2,지천관521[화8],임영재
인간공학과,공통교양,100147,181,지도교수멘토링Ⅴ,0.25,3,지천관515[화8],김유창
인간공학과,공통교양,100147,182,지도교수멘토링Ⅴ,0.25,3,지천관521[화8],임영재
인간공학과,공통교양,100149,181,지도교수멘토링Ⅶ,0.25,4,지천관515[화8],김유창
인간공학과,공통교양,100149,182,지도교수멘토링Ⅶ,0.25,4,지천관521[화8],임영재
인간공학과,전공필수,300279,001,컴퓨터활용입문,3.00,1,지천관515[금5-7],김민
인간공학과,전공필수,402059,001,인간기계시스템개론,3.00,1,"지천관515[월2-3], 지천관304[화4]",오순영
인간공학과,전공필수,401129,001,작업설계및실습,3.00,2,"지천관507[화1-2], 지천관507[수4]",우동필
인간공학과,전공필수,509919,001,인간공학개론,3.00,2,"지천관515[월5-6], 지천관515[화5]",김유창
인간공학과,전공선택,503916,001,컴퓨터프로그래밍,3.00,2,지천관514[금1-3],김민
인간공학과,전공선택,511255,001,기초통계,3.00,2,"지천관606[월2-3], 지천관606[목6]",우동필
인간공학과,전공선택,511256,001,산업경영시스템개론,3.00,2,"지천관621[수3], 지천관515[목4-5]",임영재
인간공학과,전공선택,509552,001,VDT/오피스작업설계,3.00,3,"지천관515[화7], 지천관515[수5-6]",임영재
인간공학과,전공선택,509759,001,산업보건시스템,3.00,3,"지천관515[월4], 지천관515[화1-2]",오순영
인간공학과,전공선택,511258,001,유저리서치(키스톤디자인),3.00,3,지천관521[월6-8],마성민
인간공학과,전공선택,511259,001,작업생리및실험,3.00,3,"지천관507[월2-3], 지천관521[수3]",김유창
인간공학과,전공선택,511260,001,위험성평가,3.00,3,"지천관507[화3-4], 지천관507[수7]",우동필
인간공학과,전공선택,505760,001,기술경영,3.00,4,"지천관507[목6], 지천관507[금6-7]",김대식
인간공학과,전공선택,508706,001,캡스톤디자인,3.00,4,지천관304[수2-4],오순영
인간공학과,전공선택,509827,001,시스템안전,3.00,4,"지천관304[수5-6], 지천관304[목5]",우동필
인간공학과,전공선택,509921,001,인지및감성공학,3.00,4,지천관515[금2-4],임영재
산업ICT기술공학,공통교양,100147,170,지도교수멘토링Ⅴ,0.25,3,지천관621[화8],정덕길
산업ICT기술공학,공통교양,100147,171,지도교수멘토링Ⅴ,0.25,3,지천관606[화8],윤주상
산업ICT기술공학,공통교양,100149,170,지도교수멘토링Ⅶ,0.25,4,지천관621[화9],정덕길
산업ICT기술공학,공통교양,100149,171,지도교수멘토링Ⅶ,0.25,4,지천관606[화9],윤주상
산업ICT기술공학,전공선택,500342,001,고급프로그래밍언어,3.00,3,"지천관622[월5-6], 지천관622[수5-6]",정덕길
산업ICT기술공학,전공선택,503125,001,자료구조,3.00,3,"지천관622[목1], 지천관622[금2-3]",김화선
산업ICT기술공학,전공선택,506628,001,모바일프로그래밍,3.00,3,"지천관622[수1-2], 지천관622[금5-6]",김화선
산업ICT기술공학,전공선택,509748,001,빅데이터시스템,3.00,3,"지천관620[월2-3], 지천관620[화3]",탁재영
산업ICT기술공학,전공선택,509929,001,임베디드OS,3.00,3,"지천관622[수3], 지천관622[목5-6]",정덕길
산업ICT기술공학,전공선택,502098,001,소프트웨어공학,3.00,4,"지천관622[월1-2], 지천관622[목2-3]",정덕길
산업ICT기술공학,전공선택,502935,002,인공지능,3.00,4,"지천관622[월3], 지천관622[화3-4]",정덕길
산업ICT기술공학,전공선택,509959,003,전공캡스톤디자인,3.00,4,지천관620[목5-8],윤주상
산업ICT기술공학,전공선택,510039,001,플랫폼기술,3.00,4,"지천관601[월7-8], 지천관601[화8]",장수미
산업경영빅데이터공학과,공통교양,100108,008,기본영어,2.00,1,공과313[목2-3],곽응경
산업경영빅데이터공학과,공통교양,100110,013,논리적사유와글쓰기,2.00,1,공과313[수2-3],김용하
산업경영빅데이터공학과,공통교양,100141,046,프로젝트길잡이Ⅰ,1.00,1,공과313[화3],김용하
산업경영빅데이터공학과,공통교양,100143,198,지도교수멘토링Ⅰ,0.25,1,공과305[화8],강창완
산업경영빅데이터공학과,공통교양,100143,199,지도교수멘토링Ⅰ,0.25,1,공과313[화8],백천현
산업경영빅데이터공학과,공통교양,100143,200,지도교수멘토링Ⅰ,0.25,1,공과304[화8],최승배
산업경영빅데이터공학과,공통교양,100143,201,지도교수멘토링Ⅰ,0.25,1,공과413[화8],심성현
산업경영빅데이터공학과,공통교양,100145,190,지도교수멘토링Ⅲ,0.25,2,공과305[화9],강창완
산업경영빅데이터공학과,공통교양,100145,191,지도교수멘토링Ⅲ,0.25,2,공과313[화9],백천현
산업경영빅데이터공학과,공통교양,100145,192,지도교수멘토링Ⅲ,0.25,2,공과304[화9],최승배
산업경영빅데이터공학과,공통교양,100145,193,지도교수멘토링Ⅲ,0.25,2,공과413[화9],심성현
산업경영빅데이터공학과,공통교양,100147,192,지도교수멘토링Ⅴ,0.25,3,공과305[화8],강창완
산업경영빅데이터공학과,공통교양,100147,193,지도교수멘토링Ⅴ,0.25,3,공과313[화8],백천현
산업경영빅데이터공학과,공통교양,100147,194,지도교수멘토링Ⅴ,0.25,3,공과304[화8],최승배
산업경영빅데이터공학과,공통교양,100147,195,지도교수멘토링Ⅴ,0.25,3,공과413[화8],심성현
산업경영빅데이터공학과,공통교양,100149,192,지도교수멘토링Ⅶ,0.25,4,공과305[화9],강창완
산업경영빅데이터공학과,공통교양,100149,193,지도교수멘토링Ⅶ,0.25,4,공과313[화9],백천현
산업경영빅데이터공학과,공통교양,100149,194,지도교수멘토링Ⅶ,0.25,4,공과304[화9],최승배
산업경영빅데이터공학과,공통교양,100149,195,지도교수멘토링Ⅶ,0.25,4,공과413[화9],심성현
산업경영빅데이터공학과,전공필수,402069,001,스마트OA,3.00,1,"공과306[월2-3], 공과306[화5]",유종훈
산업경영빅데이터공학과,전공필수,402070,001,산업경영입문,3.00,1,"공과413[월5-6], 공과413[화2]",유종훈
산업경영빅데이터공학과,전공필수,402070,002,산업경영입문,3.00,1,"공과313[월7-8], 공과304[화5]",심성현
